TIME,GEO_NAME,GEO,GREEN_POL,SRC_CRF,THOUSAND_TONNES
2015,UK,United Kingdom,Methane,"Land use, land use change, and forestry (LULUCF)",192.74
2015,UK,United Kingdom,Methane (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)","4,818.53"
2015,UK,United Kingdom,Nitrous oxide,"Land use, land use change, and forestry (LULUCF)",7.08
2015,UK,United Kingdom,Nitrous oxide (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)","2,109.53"
2015,UK,United Kingdom,Hydrofluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2015,UK,United Kingdom,Perfluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2015,UK,United Kingdom,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2015,UK,United Kingdom,Sulphur hexafluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2015,UK,United Kingdom,Nitrogen trifluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2016,AT,Austria,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Agriculture,"7,390.15"
2016,AT,Austria,Carbon dioxide,Agriculture,143.65
2016,AT,Austria,Methane,Agriculture,187.45
2016,AT,Austria,Methane (CO2 equivalent),Agriculture,"4,686.28"
2016,AT,Austria,Nitrous oxide,Agriculture,8.59
2016,AT,Austria,Nitrous oxide (CO2 equivalent),Agriculture,"2,560.22"
2016,AT,Austria,Hydrofluorocarbones (CO2 equivalent),Agriculture,:
2016,AT,Austria,Perfluorocarbones (CO2 equivalent),Agriculture,:
2016,AT,Austria,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),Agriculture,:
2016,AT,Austria,Sulphur hexafluoride (CO2 equivalent),Agriculture,:
2016,AT,Austria,Nitrogen trifluoride (CO2 equivalent),Agriculture,:
2016,AT,Austria,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Land use, land use change, and forestry (LULUCF)","-4,013.64"
2016,AT,Austria,Carbon dioxide,"Land use, land use change, and forestry (LULUCF)","-4,164.21"
2016,AT,Austria,Methane,"Land use, land use change, and forestry (LULUCF)",0.95
2016,AT,Austria,Methane (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",23.83
2016,AT,Austria,Nitrous oxide,"Land use, land use change, and forestry (LULUCF)",0.43
2016,AT,Austria,Nitrous oxide (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",126.74
2016,AT,Austria,Hydrofluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2016,AT,Austria,Perfluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2016,AT,Austria,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2016,AT,Austria,Sulphur hexafluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2016,AT,Austria,Nitrogen trifluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2016,BE,Belgium,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Agriculture,"9,424.98"
2016,BE,Belgium,Carbon dioxide,Agriculture,187.43
2016,BE,Belgium,Methane,Agriculture,214.89
2016,BE,Belgium,Methane (CO2 equivalent),Agriculture,"5,372.24"
2016,BE,Belgium,Nitrous oxide,Agriculture,12.97
2016,BE,Belgium,Nitrous oxide (CO2 equivalent),Agriculture,"3,865.31"
2016,BE,Belgium,Hydrofluorocarbones (CO2 equivalent),Agriculture,:
2016,BE,Belgium,Perfluorocarbones (CO2 equivalent),Agriculture,:
2016,BE,Belgium,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),Agriculture,:
2016,BE,Belgium,Sulphur hexafluoride (CO2 equivalent),Agriculture,:
2016,BE,Belgium,Nitrogen trifluoride (CO2 equivalent),Agriculture,:
2016,BE,Belgium,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Land use, land use change, and forestry (LULUCF)","-1,482.16"
2016,BE,Belgium,Carbon dioxide,"Land use, land use change, and forestry (LULUCF)","-1,588.77"
2016,BE,Belgium,Methane,"Land use, land use change, and forestry (LULUCF)",:
2016,BE,Belgium,Methane (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2016,BE,Belgium,Nitrous oxide,"Land use, land use change, and forestry (LULUCF)",0.36
2016,BE,Belgium,Nitrous oxide (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",106.6
2016,BE,Belgium,Hydrofluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2016,BE,Belgium,Perfluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2016,BE,Belgium,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2016,BE,Belgium,Sulphur hexafluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2016,BE,Belgium,Nitrogen trifluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2016,BG,Bulgaria,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Agriculture,"6,438.02"
2016,BG,Bulgaria,Carbon dioxide,Agriculture,35.93
2016,BG,Bulgaria,Methane,Agriculture,79.26
2016,BG,Bulgaria,Methane (CO2 equivalent),Agriculture,"1,981.51"
2016,BG,Bulgaria,Nitrous oxide,Agriculture,14.83
2016,BG,Bulgaria,Nitrous oxide (CO2 equivalent),Agriculture,"4,420.57"
2016,BG,Bulgaria,Hydrofluorocarbones (CO2 equivalent),Agriculture,:
2016,BG,Bulgaria,Perfluorocarbones (CO2 equivalent),Agriculture,:
2016,BG,Bulgaria,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),Agriculture,:
2016,BG,Bulgaria,Sulphur hexafluoride (CO2 equivalent),Agriculture,:
2016,BG,Bulgaria,Nitrogen trifluoride (CO2 equivalent),Agriculture,:
2016,BG,Bulgaria,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Land use, land use change, and forestry (LULUCF)","-9,228.30"
2016,BG,Bulgaria,Carbon dioxide,"Land use, land use change, and forestry (LULUCF)","-9,616.47"
2016,BG,Bulgaria,Methane,"Land use, land use change, and forestry (LULUCF)",0.59
2016,BG,Bulgaria,Methane (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",14.75
2016,BG,Bulgaria,Nitrous oxide,"Land use, land use change, and forestry (LULUCF)",1.25
2016,BG,Bulgaria,Nitrous oxide (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",373.41
2016,BG,Bulgaria,Hydrofluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2016,BG,Bulgaria,Perfluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2016,BG,Bulgaria,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2016,BG,Bulgaria,Sulphur hexafluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2016,BG,Bulgaria,Nitrogen trifluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2016,CH,Switzerland,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Agriculture,"6,003.09"
2016,CH,Switzerland,Carbon dioxide,Agriculture,47.37
2016,CH,Switzerland,Methane,Agriculture,160.38
2016,CH,Switzerland,Methane (CO2 equivalent),Agriculture,"4,009.61"
2016,CH,Switzerland,Nitrous oxide,Agriculture,6.53
2016,CH,Switzerland,Nitrous oxide (CO2 equivalent),Agriculture,"1,946.12"
2016,CH,Switzerland,Hydrofluorocarbones (CO2 equivalent),Agriculture,:
2016,CH,Switzerland,Perfluorocarbones (CO2 equivalent),Agriculture,:
2016,CH,Switzerland,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),Agriculture,:
2016,CH,Switzerland,Sulphur hexafluoride (CO2 equivalent),Agriculture,:
2016,CH,Switzerland,Nitrogen trifluoride (CO2 equivalent),Agriculture,:
2016,CH,Switzerland,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Land use, land use change, and forestry (LULUCF)","-2,231.64"
2016,CH,Switzerland,Carbon dioxide,"Land use, land use change, and forestry (LULUCF)","-2,297.96"
2016,CH,Switzerland,Methane,"Land use, land use change, and forestry (LULUCF)",0.6
2016,CH,Switzerland,Methane (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",15.11
2016,CH,Switzerland,Nitrous oxide,"Land use, land use change, and forestry (LULUCF)",0.17
2016,CH,Switzerland,Nitrous oxide (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",51.22
2016,CH,Switzerland,Hydrofluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2016,CH,Switzerland,Perfluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2016,CH,Switzerland,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2016,CH,Switzerland,Sulphur hexafluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2016,CH,Switzerland,Nitrogen trifluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2016,CY,Cyprus,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Agriculture,480.53
2016,CY,Cyprus,Carbon dioxide,Agriculture,0.39
2016,CY,Cyprus,Methane,Agriculture,11.89
2016,CY,Cyprus,Methane (CO2 equivalent),Agriculture,297.35
2016,CY,Cyprus,Nitrous oxide,Agriculture,0.61
2016,CY,Cyprus,Nitrous oxide (CO2 equivalent),Agriculture,182.79
2016,CY,Cyprus,Hydrofluorocarbones (CO2 equivalent),Agriculture,:
2016,CY,Cyprus,Perfluorocarbones (CO2 equivalent),Agriculture,:
2016,CY,Cyprus,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),Agriculture,:
2016,CY,Cyprus,Sulphur hexafluoride (CO2 equivalent),Agriculture,:
2016,CY,Cyprus,Nitrogen trifluoride (CO2 equivalent),Agriculture,:
2016,CY,Cyprus,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Land use, land use change, and forestry (LULUCF)",-49.78
2016,CY,Cyprus,Carbon dioxide,"Land use, land use change, and forestry (LULUCF)",-66
2016,CY,Cyprus,Methane,"Land use, land use change, and forestry (LULUCF)",0.48
2016,CY,Cyprus,Methane (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",12.01
2016,CY,Cyprus,Nitrous oxide,"Land use, land use change, and forestry (LULUCF)",0.01
2016,CY,Cyprus,Nitrous oxide (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",4.21
2016,CY,Cyprus,Hydrofluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2016,CY,Cyprus,Perfluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2016,CY,Cyprus,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2016,CY,Cyprus,Sulphur hexafluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2016,CY,Cyprus,Nitrogen trifluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2016,CZ,Czechia,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Agriculture,"8,781.53"
2016,CZ,Czechia,Carbon dioxide,Agriculture,457.63
2016,CZ,Czechia,Methane,Agriculture,138.58
2016,CZ,Czechia,Methane (CO2 equivalent),Agriculture,"3,464.54"
2016,CZ,Czechia,Nitrous oxide,Agriculture,16.31
2016,CZ,Czechia,Nitrous oxide (CO2 equivalent),Agriculture,"4,859.35"
2016,CZ,Czechia,Hydrofluorocarbones (CO2 equivalent),Agriculture,:
2016,CZ,Czechia,Perfluorocarbones (CO2 equivalent),Agriculture,:
2016,CZ,Czechia,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),Agriculture,:
2016,CZ,Czechia,Sulphur hexafluoride (CO2 equivalent),Agriculture,:
2016,CZ,Czechia,Nitrogen trifluoride (CO2 equivalent),Agriculture,:
2016,CZ,Czechia,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Land use, land use change, and forestry (LULUCF)","-6,163.93"
2016,CZ,Czechia,Carbon dioxide,"Land use, land use change, and forestry (LULUCF)","-6,188.14"
2016,CZ,Czechia,Methane,"Land use, land use change, and forestry (LULUCF)",0.45
2016,CZ,Czechia,Methane (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",11.27
2016,CZ,Czechia,Nitrous oxide,"Land use, land use change, and forestry (LULUCF)",0.04
2016,CZ,Czechia,Nitrous oxide (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",12.94
2016,CZ,Czechia,Hydrofluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2016,CZ,Czechia,Perfluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2016,CZ,Czechia,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2016,CZ,Czechia,Sulphur hexafluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2016,CZ,Czechia,Nitrogen trifluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2016,DE,Germany (until 1990 former territory of the FRG),"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Agriculture,"65,581.86"
2016,DE,Germany (until 1990 former territory of the FRG),Carbon dioxide,Agriculture,"2,922.63"
2016,DE,Germany (until 1990 former territory of the FRG),Methane,Agriculture,"1,277.81"
2016,DE,Germany (until 1990 former territory of the FRG),Methane (CO2 equivalent),Agriculture,"31,945.33"
2016,DE,Germany (until 1990 former territory of the FRG),Nitrous oxide,Agriculture,103.07
2016,DE,Germany (until 1990 former territory of the FRG),Nitrous oxide (CO2 equivalent),Agriculture,"30,713.90"
2016,DE,Germany (until 1990 former territory of the FRG),Hydrofluorocarbones (CO2 equivalent),Agriculture,:
2016,DE,Germany (until 1990 former territory of the FRG),Perfluorocarbones (CO2 equivalent),Agriculture,:
2016,DE,Germany (until 1990 former territory of the FRG),Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),Agriculture,:
2016,DE,Germany (until 1990 former territory of the FRG),Sulphur hexafluoride (CO2 equivalent),Agriculture,:
2016,DE,Germany (until 1990 former territory of the FRG),Nitrogen trifluoride (CO2 equivalent),Agriculture,:
2016,DE,Germany (until 1990 former territory of the FRG),"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Land use, land use change, and forestry (LULUCF)","-20,067.79"
2016,DE,Germany (until 1990 former territory of the FRG),Carbon dioxide,"Land use, land use change, and forestry (LULUCF)","-23,327.61"
2016,DE,Germany (until 1990 former territory of the FRG),Methane,"Land use, land use change, and forestry (LULUCF)",74.52
2016,DE,Germany (until 1990 former territory of the FRG),Methane (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)","1,862.94"
2016,DE,Germany (until 1990 former territory of the FRG),Nitrous oxide,"Land use, land use change, and forestry (LULUCF)",4.69
2016,DE,Germany (until 1990 former territory of the FRG),Nitrous oxide (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)","1,396.89"
2016,DE,Germany (until 1990 former territory of the FRG),Hydrofluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2016,DE,Germany (until 1990 former territory of the FRG),Perfluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2016,DE,Germany (until 1990 former territory of the FRG),Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2016,DE,Germany (until 1990 former territory of the FRG),Sulphur hexafluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2016,DE,Germany (until 1990 former territory of the FRG),Nitrogen trifluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2016,DK,Denmark,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Agriculture,"10,956.65"
2016,DK,Denmark,Carbon dioxide,Agriculture,216.59
2016,DK,Denmark,Methane,Agriculture,236.56
2016,DK,Denmark,Methane (CO2 equivalent),Agriculture,"5,913.93"
2016,DK,Denmark,Nitrous oxide,Agriculture,16.2
2016,DK,Denmark,Nitrous oxide (CO2 equivalent),Agriculture,"4,826.13"
2016,DK,Denmark,Hydrofluorocarbones (CO2 equivalent),Agriculture,:
2016,DK,Denmark,Perfluorocarbones (CO2 equivalent),Agriculture,:
2016,DK,Denmark,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),Agriculture,:
2016,DK,Denmark,Sulphur hexafluoride (CO2 equivalent),Agriculture,:
2016,DK,Denmark,Nitrogen trifluoride (CO2 equivalent),Agriculture,:
2016,DK,Denmark,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Land use, land use change, and forestry (LULUCF)","1,728.05"
2016,DK,Denmark,Carbon dioxide,"Land use, land use change, and forestry (LULUCF)","1,449.58"
2016,DK,Denmark,Methane,"Land use, land use change, and forestry (LULUCF)",9.37
2016,DK,Denmark,Methane (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",234.35
2016,DK,Denmark,Nitrous oxide,"Land use, land use change, and forestry (LULUCF)",0.15
2016,DK,Denmark,Nitrous oxide (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",44.13
2016,DK,Denmark,Hydrofluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2016,DK,Denmark,Perfluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2016,DK,Denmark,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2016,DK,Denmark,Sulphur hexafluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2016,DK,Denmark,Nitrogen trifluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2016,EE,Estonia,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Agriculture,"1,386.94"
2016,EE,Estonia,Carbon dioxide,Agriculture,14.03
2016,EE,Estonia,Methane,Agriculture,26.44
2016,EE,Estonia,Methane (CO2 equivalent),Agriculture,661.1
2016,EE,Estonia,Nitrous oxide,Agriculture,2.39
2016,EE,Estonia,Nitrous oxide (CO2 equivalent),Agriculture,711.81
2016,EE,Estonia,Hydrofluorocarbones (CO2 equivalent),Agriculture,:
2016,EE,Estonia,Perfluorocarbones (CO2 equivalent),Agriculture,:
2016,EE,Estonia,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),Agriculture,:
2016,EE,Estonia,Sulphur hexafluoride (CO2 equivalent),Agriculture,:
2016,EE,Estonia,Nitrogen trifluoride (CO2 equivalent),Agriculture,:
2016,EE,Estonia,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Land use, land use change, and forestry (LULUCF)","-2,858.19"
2016,EE,Estonia,Carbon dioxide,"Land use, land use change, and forestry (LULUCF)","-3,225.23"
2016,EE,Estonia,Methane,"Land use, land use change, and forestry (LULUCF)",2.73
2016,EE,Estonia,Methane (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",68.18
2016,EE,Estonia,Nitrous oxide,"Land use, land use change, and forestry (LULUCF)",1
2016,EE,Estonia,Nitrous oxide (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",298.86
2016,EE,Estonia,Hydrofluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2016,EE,Estonia,Perfluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2016,EE,Estonia,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2016,EE,Estonia,Sulphur hexafluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2016,EE,Estonia,Nitrogen trifluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2016,EL,Greece,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Agriculture,"7,837.72"
2016,EL,Greece,Carbon dioxide,Agriculture,26.36
2016,EL,Greece,Methane,Agriculture,178.48
2016,EL,Greece,Methane (CO2 equivalent),Agriculture,"4,462.05"
2016,EL,Greece,Nitrous oxide,Agriculture,11.24
2016,EL,Greece,Nitrous oxide (CO2 equivalent),Agriculture,"3,349.31"
2016,EL,Greece,Hydrofluorocarbones (CO2 equivalent),Agriculture,:
2016,EL,Greece,Perfluorocarbones (CO2 equivalent),Agriculture,:
2016,EL,Greece,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),Agriculture,:
2016,EL,Greece,Sulphur hexafluoride (CO2 equivalent),Agriculture,:
2016,EL,Greece,Nitrogen trifluoride (CO2 equivalent),Agriculture,:
2016,EL,Greece,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Land use, land use change, and forestry (LULUCF)","-3,473.26"
2016,EL,Greece,Carbon dioxide,"Land use, land use change, and forestry (LULUCF)","-3,521.90"
2016,EL,Greece,Methane,"Land use, land use change, and forestry (LULUCF)",1.27
2016,EL,Greece,Methane (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",31.67
2016,EL,Greece,Nitrous oxide,"Land use, land use change, and forestry (LULUCF)",0.06
2016,EL,Greece,Nitrous oxide (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",16.96
2016,EL,Greece,Hydrofluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2016,EL,Greece,Perfluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2016,EL,Greece,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2016,EL,Greece,Sulphur hexafluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2016,EL,Greece,Nitrogen trifluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2016,ES,Spain,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Agriculture,"36,725.43"
2016,ES,Spain,Carbon dioxide,Agriculture,509.95
2016,ES,Spain,Methane,Agriculture,912.82
2016,ES,Spain,Methane (CO2 equivalent),Agriculture,"22,820.60"
2016,ES,Spain,Nitrous oxide,Agriculture,44.95
2016,ES,Spain,Nitrous oxide (CO2 equivalent),Agriculture,"13,394.88"
2016,ES,Spain,Hydrofluorocarbones (CO2 equivalent),Agriculture,:
2016,ES,Spain,Perfluorocarbones (CO2 equivalent),Agriculture,:
2016,ES,Spain,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),Agriculture,:
2016,ES,Spain,Sulphur hexafluoride (CO2 equivalent),Agriculture,:
2016,ES,Spain,Nitrogen trifluoride (CO2 equivalent),Agriculture,:
2016,ES,Spain,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Land use, land use change, and forestry (LULUCF)","-38,604.91"
2016,ES,Spain,Carbon dioxide,"Land use, land use change, and forestry (LULUCF)","-38,943.50"
2016,ES,Spain,Methane,"Land use, land use change, and forestry (LULUCF)",3.72
2016,ES,Spain,Methane (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",93.08
2016,ES,Spain,Nitrous oxide,"Land use, land use change, and forestry (LULUCF)",0.82
2016,ES,Spain,Nitrous oxide (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",245.51
2016,ES,Spain,Hydrofluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2016,ES,Spain,Perfluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2016,ES,Spain,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2016,ES,Spain,Sulphur hexafluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2016,ES,Spain,Nitrogen trifluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2016,EU,European Union - 27 countries (from 2020),"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Agriculture,"391,361.43"
2016,EU,European Union - 27 countries (from 2020),Carbon dioxide,Agriculture,"10,291.20"
2016,EU,European Union - 27 countries (from 2020),Methane,Agriculture,"8,300.52"
2016,EU,European Union - 27 countries (from 2020),Methane (CO2 equivalent),Agriculture,"207,513.10"
2016,EU,European Union - 27 countries (from 2020),Nitrous oxide,Agriculture,582.41
2016,EU,European Union - 27 countries (from 2020),Nitrous oxide (CO2 equivalent),Agriculture,"173,557.13"
