Area;NUTS;Item Code (FAO);Item;Year;Unit;Value;Flag;Flag Description
Lithuania;LT;867;Meat, cattle;2009;tonnes;45114;null;Official data
Lithuania;LT;867;Meat, cattle;2015;tonnes;45102;null;Official data
Croatia;HR;867;Meat, cattle;2016;tonnes;44709;null;Official data
Croatia;HR;867;Meat, cattle;2014;tonnes;44300;null;Official data
Lithuania;LT;867;Meat, cattle;2019;tonnes;44180;null;Official data
Croatia;HR;867;Meat, cattle;2018;tonnes;43780;null;Official data
Lithuania;LT;867;Meat, cattle;2010;tonnes;43717;null;Official data
Lithuania;LT;867;Meat, cattle;2016;tonnes;43319;null;Official data
Croatia;HR;867;Meat, cattle;2017;tonnes;42562;null;Official data
Croatia;HR;867;Meat, cattle;2015;tonnes;42000;null;Official data
Lithuania;LT;867;Meat, cattle;2011;tonnes;41980;null;Official data
Lithuania;LT;867;Meat, cattle;2017;tonnes;41917;null;Official data
Greece;EL;867;Meat, cattle;2017;tonnes;41766;null;Official data
Lithuania;LT;867;Meat, cattle;2018;tonnes;41670;null;Official data
Lithuania;LT;867;Meat, cattle;2012;tonnes;40902;null;Official data
Lithuania;LT;867;Meat, cattle;2014;tonnes;40240;null;Official data
Greece;EL;867;Meat, cattle;2018;tonnes;39640;null;Official data
Greece;EL;867;Meat, cattle;2015;tonnes;39199;null;Official data
Greece;EL;867;Meat, cattle;2016;tonnes;39172;null;Official data
Lithuania;LT;867;Meat, cattle;2013;tonnes;37709;null;Official data
Slovenia;SL;867;Meat, cattle;2017;tonnes;35795;null;Official data
Slovenia;SL;867;Meat, cattle;2010;tonnes;35772;null;Official data
Slovenia;SL;867;Meat, cattle;2019;tonnes;35740;null;Official data
Slovenia;SL;867;Meat, cattle;2016;tonnes;35656;null;Official data
Slovenia;SL;867;Meat, cattle;2011;tonnes;35571;null;Official data
Slovenia;SL;867;Meat, cattle;2009;tonnes;35260;null;Official data
Slovenia;SL;867;Meat, cattle;2018;tonnes;34870;null;Official data
Slovenia;SL;867;Meat, cattle;2015;tonnes;33583;null;Official data
Greece;EL;867;Meat, cattle;2019;tonnes;33470;null;Official data
Slovenia;SL;867;Meat, cattle;2012;tonnes;33089;null;Official data
Slovenia;SL;867;Meat, cattle;2013;tonnes;32104;null;Official data
Slovenia;SL;867;Meat, cattle;2014;tonnes;31566;null;Official data
Hungary;HU;867;Meat, cattle;2019;tonnes;30820;null;Official data
Hungary;HU;867;Meat, cattle;2018;tonnes;30180;null;Official data
Hungary;HU;867;Meat, cattle;2009;tonnes;30149;null;Official data
Hungary;HU;867;Meat, cattle;2016;tonnes;28939;null;Official data
Hungary;HU;867;Meat, cattle;2017;tonnes;28162;null;Official data
Hungary;HU;867;Meat, cattle;2010;tonnes;27598;null;Official data
Hungary;HU;867;Meat, cattle;2015;tonnes;27315;null;Official data
Hungary;HU;867;Meat, cattle;2011;tonnes;26432;null;Official data
Hungary;HU;867;Meat, cattle;2012;tonnes;25394;null;Official data
Hungary;HU;867;Meat, cattle;2014;tonnes;24080;null;Official data
Hungary;HU;867;Meat, cattle;2013;tonnes;23457;null;Official data
Bulgaria;BG;867;Meat, cattle;2009;tonnes;21921;null;Official data
Bulgaria;BG;867;Meat, cattle;2011;tonnes;20886;null;Official data
Latvia;LV;867;Meat, cattle;2009;tonnes;20452;null;Official data
Bulgaria;BG;867;Meat, cattle;2012;tonnes;20377;null;Official data
Bulgaria;BG;867;Meat, cattle;2010;tonnes;19610;null;Official data
Latvia;LV;867;Meat, cattle;2016;tonnes;19468;null;Official data
Bulgaria;BG;867;Meat, cattle;2013;tonnes;19107;null;Official data
Latvia;LV;867;Meat, cattle;2015;tonnes;18769;null;Official data
Bulgaria;BG;867;Meat, cattle;2015;tonnes;18548;null;Official data
Latvia;LV;867;Meat, cattle;2017;tonnes;18450;null;Official data
Latvia;LV;867;Meat, cattle;2010;tonnes;18414;null;Official data
Bulgaria;BG;867;Meat, cattle;2019;tonnes;18060;null;Official data
Latvia;LV;867;Meat, cattle;2011;tonnes;18015;null;Official data
Slovakia;SK;867;Meat, cattle;2009;tonnes;17672;null;Official data
Latvia;LV;867;Meat, cattle;2014;tonnes;17659;null;Official data
Latvia;LV;867;Meat, cattle;2018;tonnes;17480;null;Official data
Bulgaria;BG;867;Meat, cattle;2016;tonnes;17469;null;Official data
Latvia;LV;867;Meat, cattle;2012;tonnes;17312;null;Official data
Bulgaria;BG;867;Meat, cattle;2014;tonnes;17210;null;Official data
Bulgaria;BG;867;Meat, cattle;2017;tonnes;17113;null;Official data
Bulgaria;BG;867;Meat, cattle;2018;tonnes;16950;null;Official data
Latvia;LV;867;Meat, cattle;2013;tonnes;16688;null;Official data
Latvia;LV;867;Meat, cattle;2019;tonnes;16370;null;Official data
Slovakia;SK;867;Meat, cattle;2010;tonnes;15611;null;Official data
Estonia;EE;867;Meat, cattle;2016;tonnes;14800;null;Official data
Estonia;EE;867;Meat, cattle;2009;tonnes;14172;null;Official data
Slovakia;SK;867;Meat, cattle;2011;tonnes;13177;null;Official data
Slovakia;SK;867;Meat, cattle;2012;tonnes;13177;null;Official data
Estonia;EE;867;Meat, cattle;2010;tonnes;12926;null;Official data
Estonia;EE;867;Meat, cattle;2015;tonnes;12600;null;Official data
Estonia;EE;867;Meat, cattle;2012;tonnes;12275;null;Official data
Estonia;EE;867;Meat, cattle;2011;tonnes;12187;null;Official data
Estonia;EE;867;Meat, cattle;2017;tonnes;11900;null;Official data
Slovakia;SK;867;Meat, cattle;2013;tonnes;11721;null;Official data
Slovakia;SK;867;Meat, cattle;2014;tonnes;11597;null;Official data
Estonia;EE;867;Meat, cattle;2013;tonnes;11481;null;Official data
Slovakia;SK;867;Meat, cattle;2015;tonnes;10711;null;Official data
Slovakia;SK;867;Meat, cattle;2019;tonnes;10710;null;Official data
Slovakia;SK;867;Meat, cattle;2018;tonnes;10670;null;Official data
Slovakia;SK;867;Meat, cattle;2017;tonnes;10534;null;Official data
Slovakia;SK;867;Meat, cattle;2016;tonnes;10261;null;Official data
Luxembourg;LU;867;Meat, cattle;2019;tonnes;10250;null;Official data
Luxembourg;LU;867;Meat, cattle;2018;tonnes;9960;null;Official data
Estonia;EE;867;Meat, cattle;2014;tonnes;9800;null;Official data
Estonia;EE;867;Meat, cattle;2018;tonnes;9760;null;Official data
Luxembourg;LU;867;Meat, cattle;2017;tonnes;9643;null;Official data
Luxembourg;LU;867;Meat, cattle;2016;tonnes;9529;null;Official data
Luxembourg;LU;867;Meat, cattle;2010;tonnes;9390;null;Official data
Estonia;EE;867;Meat, cattle;2019;tonnes;9250;null;Official data
Luxembourg;LU;867;Meat, cattle;2015;tonnes;9180;null;Official data
Luxembourg;LU;867;Meat, cattle;2009;tonnes;9096;null;Official data
Luxembourg;LU;867;Meat, cattle;2011;tonnes;9066;null;Official data
Luxembourg;LU;867;Meat, cattle;2014;tonnes;8593;null;Official data
Luxembourg;LU;867;Meat, cattle;2012;tonnes;8585;null;Official data
Luxembourg;LU;867;Meat, cattle;2013;tonnes;8060;null;Official data
Cyprus;CY;867;Meat, cattle;2019;tonnes;5610;null;Official data
Cyprus;CY;867;Meat, cattle;2012;tonnes;5313;null;Official data
Cyprus;CY;867;Meat, cattle;2018;tonnes;5280;null;Official data
Cyprus;CY;867;Meat, cattle;2017;tonnes;5101;null;Official data
Cyprus;CY;867;Meat, cattle;2016;tonnes;4954;null;Official data
Cyprus;CY;867;Meat, cattle;2015;tonnes;4953;null;Official data
Cyprus;CY;867;Meat, cattle;2011;tonnes;4827;null;Official data
Cyprus;CY;867;Meat, cattle;2014;tonnes;4573;null;Official data
Cyprus;CY;867;Meat, cattle;2013;tonnes;4562;null;Official data
Cyprus;CY;867;Meat, cattle;2009;tonnes;4505;null;Official data
Cyprus;CY;867;Meat, cattle;2010;tonnes;4479;null;Official data
Malta;MT;867;Meat, cattle;2009;tonnes;1543;null;Official data
Malta;MT;867;Meat, cattle;2010;tonnes;1422;null;Official data
Malta;MT;867;Meat, cattle;2016;tonnes;1151;null;Official data
Malta;MT;867;Meat, cattle;2013;tonnes;1134;null;Official data
Malta;MT;867;Meat, cattle;2014;tonnes;1129;null;Official data
Malta;MT;867;Meat, cattle;2011;tonnes;1128;null;Official data
Malta;MT;867;Meat, cattle;2017;tonnes;1117;null;Official data
Malta;MT;867;Meat, cattle;2012;tonnes;1111;null;Official data
Malta;MT;867;Meat, cattle;2018;tonnes;1070;null;Official data
Malta;MT;867;Meat, cattle;2015;tonnes;1032;null;Official data
Malta;MT;867;Meat, cattle;2019;tonnes;1030;null;Official data
Poland;PL;1058;Meat, chicken;2019;tonnes;2110670;null;Official data
Poland;PL;1058;Meat, chicken;2018;tonnes;2079900;null;Official data
Spain;ES;1058;Meat, chicken;2019;tonnes;1412220;null;Official data
Spain;ES;1058;Meat, chicken;2018;tonnes;1345690;null;Official data
Spain;ES;1058;Meat, chicken;2016;tonnes;1326577;null;Official data
Spain;ES;1058;Meat, chicken;2017;tonnes;1317487;null;Official data
Spain;ES;1058;Meat, chicken;2014;tonnes;1209069;null;Official data
Spain;ES;1058;Meat, chicken;2011;tonnes;1205749;null;Official data
Spain;ES;1058;Meat, chicken;2015;tonnes;1203022;null;Official data
Spain;ES;1058;Meat, chicken;2012;tonnes;1193931;null;Official data
Spain;ES;1058;Meat, chicken;2009;tonnes;1179466;null;Official data
France;FR;1058;Meat, chicken;2017;tonnes;1161745;null;Official data
France;FR;1058;Meat, chicken;2015;tonnes;1160040;null;Official data
France;FR;1058;Meat, chicken;2016;tonnes;1147333;null;Official data
France;FR;1058;Meat, chicken;2014;tonnes;1141610;null;Official data
France;FR;1058;Meat, chicken;2018;tonnes;1131000;null;Official data
Spain;ES;1058;Meat, chicken;2013;tonnes;1121295;null;Official data
France;FR;1058;Meat, chicken;2019;tonnes;1121000;null;Official data
France;FR;1058;Meat, chicken;2013;tonnes;1119868;null;Official data
Spain;ES;1058;Meat, chicken;2010;tonnes;1115987;null;Official data
France;FR;1058;Meat, chicken;2012;tonnes;1094076;null;Official data
France;FR;1058;Meat, chicken;2011;tonnes;1086838;null;Official data
France;FR;1058;Meat, chicken;2010;tonnes;1064308;null;Official data
Poland;PL;1058;Meat, chicken;2009;tonnes;1059783;null;Official data
Italy;IT;1058;Meat, chicken;2019;tonnes;1055270;null;Official data
Netherlands;NL;1058;Meat, chicken;2018;tonnes;1037790;null;Official data
Netherlands;NL;1058;Meat, chicken;2019;tonnes;1036360;null;Official data
Netherlands;NL;1058;Meat, chicken;2016;tonnes;1036300;null;Official data
Germany;DE;1058;Meat, chicken;2019;tonnes;1036000;null;Official data
France;FR;1058;Meat, chicken;2009;tonnes;1035308;null;Official data
Netherlands;NL;1058;Meat, chicken;2017;tonnes;1034319;null;Official data
Germany;DE;1058;Meat, chicken;2015;tonnes;1027400;null;Official data
Germany;DE;1058;Meat, chicken;2014;tonnes;1027100;null;Official data
Italy;IT;1058;Meat, chicken;2016;tonnes;1022143;null;Official data
Germany;DE;1058;Meat, chicken;2018;tonnes;1021000;null;Official data
Germany;DE;1058;Meat, chicken;2017;tonnes;1009565;null;Official data
Italy;IT;1058;Meat, chicken;2017;tonnes;1006677;null;Official data
Germany;DE;1058;Meat, chicken;2016;tonnes;999070;null;Official data
Netherlands;NL;1058;Meat, chicken;2015;tonnes;985710;null;Official data
Italy;IT;1058;Meat, chicken;2018;tonnes;972840;null;Official data
Italy;IT;1058;Meat, chicken;2015;tonnes;969179;null;Official data
Netherlands;NL;1058;Meat, chicken;2014;tonnes;956130;null;Official data
Germany;DE;1058;Meat, chicken;2013;tonnes;950940;null;Official data
Italy;IT;1058;Meat, chicken;2012;tonnes;922352;null;Official data
Netherlands;NL;1058;Meat, chicken;2013;tonnes;920794;null;Official data
Italy;IT;1058;Meat, chicken;2014;tonnes;919545;null;Official data
Italy;IT;1058;Meat, chicken;2013;tonnes;904913;null;Official data
Germany;DE;1058;Meat, chicken;2012;tonnes;903293;null;Official data
Germany;DE;1058;Meat, chicken;2011;tonnes;895880;null;Official data
Italy;IT;1058;Meat, chicken;2011;tonnes;889338;null;Official data
Netherlands;NL;1058;Meat, chicken;2012;tonnes;888521;null;Official data
Italy;IT;1058;Meat, chicken;2010;tonnes;865134;null;Official data
Netherlands;NL;1058;Meat, chicken;2011;tonnes;840922;null;Official data
Germany;DE;1058;Meat, chicken;2010;tonnes;837134;null;Official data
Italy;IT;1058;Meat, chicken;2009;tonnes;822429;null;Official data
Germany;DE;1058;Meat, chicken;2009;tonnes;785869;null;Official data
Netherlands;NL;1058;Meat, chicken;2010;tonnes;781454;null;Official data
Netherlands;NL;1058;Meat, chicken;2009;tonnes;763541;null;Official data
Romania;RO;1058;Meat, chicken;2019;tonnes;507106;null;Official data
Romania;RO;1058;Meat, chicken;2018;tonnes;479867;null;Official data
Belgium;BE;1058;Meat, chicken;2018;tonnes;461610;null;Official data
Belgium;BE;1058;Meat, chicken;2017;tonnes;455364;null;Official data
Belgium;BE;1058;Meat, chicken;2016;tonnes;453493;null;Official data
Belgium;BE;1058;Meat, chicken;2015;tonnes;444954;null;Official data
Belgium;BE;1058;Meat, chicken;2019;tonnes;440460;null;Official data
Romania;RO;1058;Meat, chicken;2017;tonnes;436040;null;Official data
Belgium;BE;1058;Meat, chicken;2014;tonnes;424997;null;Official data
Romania;RO;1058;Meat, chicken;2016;tonnes;418720;null;Official data
Romania;RO;1058;Meat, chicken;2015;tonnes;410783;null;Official data
Belgium;BE;1058;Meat, chicken;2012;tonnes;401745;null;Official data
Romania;RO;1058;Meat, chicken;2014;tonnes;396995;null;Official data
Belgium;BE;1058;Meat, chicken;2010;tonnes;396065;null;Official data
Belgium;BE;1058;Meat, chicken;2011;tonnes;394007;null;Official data
Belgium;BE;1058;Meat, chicken;2013;tonnes;379933;null;Official data
Romania;RO;1058;Meat, chicken;2009;tonnes;371393;null;Official data
Belgium;BE;1058;Meat, chicken;2009;tonnes;352451;null;Official data
Romania;RO;1058;Meat, chicken;2012;tonnes;351704;null;Official data
Romania;RO;1058;Meat, chicken;2010;tonnes;349021;null;Official data
Hungary;HU;1058;Meat, chicken;2017;tonnes;341107;null;Official data
Hungary;HU;1058;Meat, chicken;2019;tonnes;335570;null;Official data
Hungary;HU;1058;Meat, chicken;2016;tonnes;328414;null;Official data
Romania;RO;1058;Meat, chicken;2011;tonnes;327025;null;Official data
Hungary;HU;1058;Meat, chicken;2018;tonnes;326730;null;Official data
Romania;RO;1058;Meat, chicken;2013;tonnes;322893;null;Official data
Portugal;PT;1058;Meat, chicken;2017;tonnes;317918;null;Official data
Hungary;HU;1058;Meat, chicken;2015;tonnes;313252;null;Official data
Portugal;PT;1058;Meat, chicken;2016;tonnes;301572;null;Official data
Portugal;PT;1058;Meat, chicken;2019;tonnes;296010;null;Official data
Portugal;PT;1058;Meat, chicken;2018;tonnes;291720;null;Official data
Portugal;PT;1058;Meat, chicken;2015;tonnes;288387;null;Official data
Portugal;PT;1058;Meat, chicken;2014;tonnes;274504;null;Official data
Portugal;PT;1058;Meat, chicken;2013;tonnes;272533;null;Official data
Portugal;PT;1058;Meat, chicken;2010;tonnes;272308;null;Official data
Hungary;HU;1058;Meat, chicken;2014;tonnes;271334;null;Official data
Portugal;PT;1058;Meat, chicken;2012;tonnes;270320;null;Official data
Portugal;PT;1058;Meat, chicken;2011;tonnes;270206;null;Official data
Portugal;PT;1058;Meat, chicken;2009;tonnes;269573;null;Official data
Greece;EL;1058;Meat, chicken;2016;tonnes;254896;null;Official data
Hungary;HU;1058;Meat, chicken;2012;tonnes;253843;null;Official data
Greece;EL;1058;Meat, chicken;2015;tonnes;251893;null;Official data
Hungary;HU;1058;Meat, chicken;2013;tonnes;244240;null;Official data
Greece;EL;1058;Meat, chicken;2017;tonnes;243730;null;Official data
Hungary;HU;1058;Meat, chicken;2011;tonnes;235660;null;Official data
Greece;EL;1058;Meat, chicken;2019;tonnes;227560;null;Official data
Hungary;HU;1058;Meat, chicken;2010;tonnes;221370;null;Official data
Greece;EL;1058;Meat, chicken;2018;tonnes;217410;null;Official data
Hungary;HU;1058;Meat, chicken;2009;tonnes;213266;null;Official data
Denmark;DK;1058;Meat, chicken;2011;tonnes;188746;null;Official data
Czechia;CZ;1058;Meat, chicken;2009;tonnes;188431;null;Official data
Denmark;DK;1058;Meat, chicken;2012;tonnes;187895;null;Official data
Greece;EL;1058;Meat, chicken;2014;tonnes;187871;null;Official data
Denmark;DK;1058;Meat, chicken;2010;tonnes;186400;null;Official data
Czechia;CZ;1058;Meat, chicken;2010;tonnes;184947;null;Official data
Greece;EL;1058;Meat, chicken;2013;tonnes;177731;null;Official data
Czechia;CZ;1058;Meat, chicken;2011;tonnes;168714;null;Official data
Denmark;DK;1058;Meat, chicken;2009;tonnes;168600;null;Official data
Denmark;DK;1058;Meat, chicken;2013;tonnes;168268;null;Official data
Denmark;DK;1058;Meat, chicken;2014;tonnes;159539;null;Official data
Czechia;CZ;1058;Meat, chicken;2019;tonnes;158550;null;Official data
Denmark;DK;1058;Meat, chicken;2019;tonnes;156900;null;Official data
Denmark;DK;1058;Meat, chicken;2016;tonnes;154109;null;Official data
Sweden;SE;1058;Meat, chicken;2016;tonnes;153870;null;Official data
Sweden;SE;1058;Meat, chicken;2019;tonnes;153620;null;Official data
Czechia;CZ;1058;Meat, chicken;2018;tonnes;152730;null;Official data
Sweden;SE;1058;Meat, chicken;2017;tonnes;152500;null;Official data
Czechia;CZ;1058;Meat, chicken;2017;tonnes;151981;null;Official data
Denmark;DK;1058;Meat, chicken;2017;tonnes;151712;null;Official data
Czechia;CZ;1058;Meat, chicken;2016;tonnes;151693;null;Official data
Czechia;CZ;1058;Meat, chicken;2012;tonnes;151291;null;Official data
Czechia;CZ;1058;Meat, chicken;2015;tonnes;146703;null;Official data
Denmark;DK;1058;Meat, chicken;2018;tonnes;146400;null;Official data
Czechia;CZ;1058;Meat, chicken;2013;tonnes;146308;null;Official data
Sweden;SE;1058;Meat, chicken;2018;tonnes;146280;null;Official data
Czechia;CZ;1058;Meat, chicken;2014;tonnes;146272;null;Official data
Sweden;SE;1058;Meat, chicken;2015;tonnes;145780;null;Official data
Denmark;DK;1058;Meat, chicken;2015;tonnes;145139;null;Official data
Ireland;IE;1058;Meat, chicken;2019;tonnes;141000;null;Official data
Sweden;SE;1058;Meat, chicken;2014;tonnes;135160;null;Official data
Ireland;IE;1058;Meat, chicken;2018;tonnes;131940;null;Official data
Finland;FI;1058;Meat, chicken;2019;tonnes;130720;null;Official data
Ireland;IE;1058;Meat, chicken;2017;tonnes;128170;null;Official data
Austria;AT;1058;Meat, chicken;2017;tonnes;127200;null;Official data
Finland;FI;1058;Meat, chicken;2018;tonnes;127160;null;Official data
Lithuania;LT;1058;Meat, chicken;2017;tonnes;126607;null;Official data
Austria;AT;1058;Meat, chicken;2016;tonnes;125900;null;Official data
Finland;FI;1058;Meat, chicken;2017;tonnes;120800;null;Official data
Finland;FI;1058;Meat, chicken;2016;tonnes;117412;null;Official data
Sweden;SE;1058;Meat, chicken;2013;tonnes;117400;null;Official data
Austria;AT;1058;Meat, chicken;2015;tonnes;116600;null;Official data
Greece;EL;1058;Meat, chicken;2012;tonnes;115800;null;Official data
Austria;AT;1058;Meat, chicken;2019;tonnes;115510;null;Official data
Austria;AT;1058;Meat, chicken;2014;tonnes;113966;null;Official data
Austria;AT;1058;Meat, chicken;2011;tonnes;112345;null;Official data
Sweden;SE;1058;Meat, chicken;2010;tonnes;111983;null;Official data
Sweden;SE;1058;Meat, chicken;2011;tonnes;111530;null;Official data
Finland;FI;1058;Meat, chicken;2015;tonnes;109848;null;Official data
Bulgaria;BG;1058;Meat, chicken;2009;tonnes;109825;null;Official data
Sweden;SE;1058;Meat, chicken;2012;tonnes;109670;null;Official data
Austria;AT;1058;Meat, chicken;2018;tonnes;109590;null;Official data
Austria;AT;1058;Meat, chicken;2013;tonnes;109176;null;Official data
Greece;EL;1058;Meat, chicken;2011;tonnes;109100;null;Official data
Austria;AT;1058;Meat, chicken;2012;tonnes;108794;null;Official data
Austria;AT;1058;Meat, chicken;2010;tonnes;107195;null;Official data
Finland;FI;1058;Meat, chicken;2014;tonnes;106060;null;Official data
Lithuania;LT;1058;Meat, chicken;2015;tonnes;105377;null;Official data
Sweden;SE;1058;Meat, chicken;2009;tonnes;105180;null;Official data
Lithuania;LT;1058;Meat, chicken;2016;tonnes;105133;null;Official data
Finland;FI;1058;Meat, chicken;2013;tonnes;103730;null;Official data
Lithuania;LT;1058;Meat, chicken;2018;tonnes;102790;null;Official data
Austria;AT;1058;Meat, chicken;2009;tonnes;100137;null;Official data
Finland;FI;1058;Meat, chicken;2012;tonnes;99320;null;Official data
Lithuania;LT;1058;Meat, chicken;2019;tonnes;96620;null;Official data
Finland;FI;1058;Meat, chicken;2009;tonnes;94870;null;Official data
Finland;FI;1058;Meat, chicken;2011;tonnes;93580;null;Official data
Lithuania;LT;1058;Meat, chicken;2014;tonnes;93543;null;Official data
Bulgaria;BG;1058;Meat, chicken;2019;tonnes;88970;null;Official data
Finland;FI;1058;Meat, chicken;2010;tonnes;87680;null;Official data
Lithuania;LT;1058;Meat, chicken;2013;tonnes;87489;null;Official data
Bulgaria;BG;1058;Meat, chicken;2018;tonnes;87280;null;Official data
Bulgaria;BG;1058;Meat, chicken;2017;tonnes;87029;null;Official data
Bulgaria;BG;1058;Meat, chicken;2016;tonnes;86469;null;Official data
Bulgaria;BG;1058;Meat, chicken;2010;tonnes;86029;null;Official data
Bulgaria;BG;1058;Meat, chicken;2012;tonnes;85864;null;Official data
Bulgaria;BG;1058;Meat, chicken;2015;tonnes;85032;null;Official data
Bulgaria;BG;1058;Meat, chicken;2011;tonnes;80985;null;Official data
Bulgaria;BG;1058;Meat, chicken;2014;tonnes;79543;null;Official data
Lithuania;LT;1058;Meat, chicken;2012;tonnes;79302;null;Official data
Bulgaria;BG;1058;Meat, chicken;2013;tonnes;76776;null;Official data
Slovakia;SK;1058;Meat, chicken;2009;tonnes;75121;null;Official data
Lithuania;LT;1058;Meat, chicken;2011;tonnes;74669;null;Official data
Slovakia;SK;1058;Meat, chicken;2018;tonnes;73080;null;Official data
Lithuania;LT;1058;Meat, chicken;2010;tonnes;72948;null;Official data
Slovakia;SK;1058;Meat, chicken;2010;tonnes;70221;null;Official data
Slovakia;SK;1058;Meat, chicken;2019;tonnes;70100;null;Official data
Slovakia;SK;1058;Meat, chicken;2017;tonnes;69656;null;Official data
Lithuania;LT;1058;Meat, chicken;2009;tonnes;66638;null;Official data
Slovakia;SK;1058;Meat, chicken;2016;tonnes;65054;null;Official data
Slovenia;SL;1058;Meat, chicken;2019;tonnes;64230;null;Official data
Slovenia;SL;1058;Meat, chicken;2018;tonnes;64020;null;Official data
Slovakia;SK;1058;Meat, chicken;2013;tonnes;63401;null;Official data
Slovenia;SL;1058;Meat, chicken;2017;tonnes;63383;null;Official data
Slovakia;SK;1058;Meat, chicken;2011;tonnes;62980;null;Official data
Slovakia;SK;1058;Meat, chicken;2012;tonnes;62980;null;Official data
Slovenia;SL;1058;Meat, chicken;2016;tonnes;58769;null;Official data
Slovakia;SK;1058;Meat, chicken;2014;tonnes;57688;null;Official data
Slovakia;SK;1058;Meat, chicken;2015;tonnes;57095;null;Official data
Slovenia;SL;1058;Meat, chicken;2014;tonnes;55284;null;Official data
Slovenia;SL;1058;Meat, chicken;2012;tonnes;54558;null;Official data
Croatia;HR;1058;Meat, chicken;2019;tonnes;53940;null;Official data
Slovenia;SL;1058;Meat, chicken;2015;tonnes;53939;null;Official data
Slovenia;SL;1058;Meat, chicken;2010;tonnes;53886;null;Official data
Slovenia;SL;1058;Meat, chicken;2009;tonnes;53737;null;Official data
Slovenia;SL;1058;Meat, chicken;2013;tonnes;52611;null;Official data
Croatia;HR;1058;Meat, chicken;2018;tonnes;52600;null;Official data
Croatia;HR;1058;Meat, chicken;2017;tonnes;52400;null;Official data
Slovenia;SL;1058;Meat, chicken;2011;tonnes;52375;null;Official data
Croatia;HR;1058;Meat, chicken;2015;tonnes;52300;null;Official data
Croatia;HR;1058;Meat, chicken;2016;tonnes;52000;null;Official data
Croatia;HR;1058;Meat, chicken;2012;tonnes;50000;null;Official data
Croatia;HR;1058;Meat, chicken;2014;tonnes;49800;null;Official data
Croatia;HR;1058;Meat, chicken;2013;tonnes;48800;null;Official data
Croatia;HR;1058;Meat, chicken;2011;tonnes;48500;null;Official data
Croatia;HR;1058;Meat, chicken;2010;tonnes;47600;null;Official data
Latvia;LV;1058;Meat, chicken;2019;tonnes;34860;null;Official data
Latvia;LV;1058;Meat, chicken;2017;tonnes;33393;null;Official data
Latvia;LV;1058;Meat, chicken;2018;tonnes;33170;null;Official data
Latvia;LV;1058;Meat, chicken;2016;tonnes;29971;null;Official data
Latvia;LV;1058;Meat, chicken;2015;tonnes;29523;null;Official data
Latvia;LV;1058;Meat, chicken;2014;tonnes;28700;null;Official data
Cyprus;CY;1058;Meat, chicken;2010;tonnes;27616;null;Official data
Cyprus;CY;1058;Meat, chicken;2009;tonnes;27176;null;Official data
Cyprus;CY;1058;Meat, chicken;2011;tonnes;26950;null;Official data
Latvia;LV;1058;Meat, chicken;2013;tonnes;26830;null;Official data
Cyprus;CY;1058;Meat, chicken;2019;tonnes;26650;null;Official data
Cyprus;CY;1058;Meat, chicken;2018;tonnes;25250;null;Official data
Cyprus;CY;1058;Meat, chicken;2012;tonnes;25147;null;Official data
Cyprus;CY;1058;Meat, chicken;2017;tonnes;25100;null;Official data
Latvia;LV;1058;Meat, chicken;2012;tonnes;24630;null;Official data
Cyprus;CY;1058;Meat, chicken;2016;tonnes;23855;null;Official data
Cyprus;CY;1058;Meat, chicken;2015;tonnes;23734;null;Official data
Latvia;LV;1058;Meat, chicken;2010;tonnes;23484;null;Official data
Latvia;LV;1058;Meat, chicken;2009;tonnes;23168;null;Official data
Latvia;LV;1058;Meat, chicken;2011;tonnes;22950;null;Official data
Cyprus;CY;1058;Meat, chicken;2013;tonnes;21819;null;Official data
Cyprus;CY;1058;Meat, chicken;2014;tonnes;21488;null;Official data
Estonia;EE;1058;Meat, chicken;2017;tonnes;20400;null;Official data
Estonia;EE;1058;Meat, chicken;2019;tonnes;20288;null;Official data
Estonia;EE;1058;Meat, chicken;2015;tonnes;19730;null;Official data
Estonia;EE;1058;Meat, chicken;2016;tonnes;19700;null;Official data
Estonia;EE;1058;Meat, chicken;2014;tonnes;19449;null;Official data
Estonia;EE;1058;Meat, chicken;2018;tonnes;19300;null;Official data
Estonia;EE;1058;Meat, chicken;2013;tonnes;18118;null;Official data
Estonia;EE;1058;Meat, chicken;2011;tonnes;17532;null;Official data
Estonia;EE;1058;Meat, chicken;2012;tonnes;16530;null;Official data
Estonia;EE;1058;Meat, chicken;2010;tonnes;15997;null;Official data
Estonia;EE;1058;Meat, chicken;2009;tonnes;14882;null;Official data
Malta;MT;1058;Meat, chicken;2009;tonnes;4686;null;Official data
Malta;MT;1058;Meat, chicken;2010;tonnes;4398;null;Official data
Malta;MT;1058;Meat, chicken;2012;tonnes;4244;null;Official data
Malta;MT;1058;Meat, chicken;2011;tonnes;4155;null;Official data
Malta;MT;1058;Meat, chicken;2013;tonnes;4115;null;Official data
Malta;MT;1058;Meat, chicken;2019;tonnes;3990;null;Official data
Malta;MT;1058;Meat, chicken;2014;tonnes;3916;null;Official data
Malta;MT;1058;Meat, chicken;2015;tonnes;3913;null;Official data
Malta;MT;1058;Meat, chicken;2016;tonnes;3832;null;Official data
Malta;MT;1058;Meat, chicken;2018;tonnes;3820;null;Official data
Malta;MT;1058;Meat, chicken;2017;tonnes;3676;null;Official data
Luxembourg;LU;1058;Meat, chicken;2017;tonnes;270;null;Official data
