Area;NUTS;Item Code (FAO);Item;Year;Unit;Value;Flag;Flag Description
Portugal;PT;116;Potatoes;2013;tonnes;487646;null;Official data
Hungary;HU;116;Potatoes;2013;tonnes;487360;null;Official data
Portugal;PT;116;Potatoes;2015;tonnes;486790;null;Official data
Latvia;LV;116;Potatoes;2010;tonnes;484000;null;Official data
Lithuania;LT;116;Potatoes;2010;tonnes;476900;null;Official data
Greece;EL;116;Potatoes;2019;tonnes;470210;null;Official data
Lithuania;LT;116;Potatoes;2014;tonnes;468500;null;Official data
Portugal;PT;116;Potatoes;2009;tonnes;467807;null;Official data
Greece;EL;116;Potatoes;2018;tonnes;465770;null;Official data
Hungary;HU;116;Potatoes;2015;tonnes;452008;null;Official data
Portugal;PT;116;Potatoes;2016;tonnes;451041;null;Official data
Portugal;PT;116;Potatoes;2012;tonnes;445649;null;Official data
Hungary;HU;116;Potatoes;2010;tonnes;439897;null;Official data
Portugal;PT;116;Potatoes;2018;tonnes;431690;null;Official data
Hungary;HU;116;Potatoes;2016;tonnes;429435;null;Official data
Lithuania;LT;116;Potatoes;2013;tonnes;426500;null;Official data
Portugal;PT;116;Potatoes;2019;tonnes;424290;null;Official data
Ireland;IE;116;Potatoes;2010;tonnes;419600;null;Official data
Ireland;IE;116;Potatoes;2017;tonnes;412425;null;Official data
Ireland;IE;116;Potatoes;2013;tonnes;410100;null;Official data
Latvia;LV;116;Potatoes;2017;tonnes;408300;null;Official data
Hungary;HU;116;Potatoes;2017;tonnes;402853;null;Official data
Lithuania;LT;116;Potatoes;2015;tonnes;399191;null;Official data
Portugal;PT;116;Potatoes;2011;tonnes;389798;null;Official data
Portugal;PT;116;Potatoes;2010;tonnes;383835;null;Official data
Ireland;IE;116;Potatoes;2014;tonnes;383000;null;Official data
Ireland;IE;116;Potatoes;2019;tonnes;382370;null;Official data
Ireland;IE;116;Potatoes;2015;tonnes;360100;null;Official data
Ireland;IE;116;Potatoes;2011;tonnes;356100;null;Official data
Ireland;IE;116;Potatoes;2016;tonnes;352000;null;Official data
Lithuania;LT;116;Potatoes;2016;tonnes;351484;null;Official data
Hungary;HU;116;Potatoes;2019;tonnes;343540;null;Official data
Ireland;IE;116;Potatoes;2009;tonnes;336100;null;Official data
Lithuania;LT;116;Potatoes;2019;tonnes;329780;null;Official data
Hungary;HU;116;Potatoes;2018;tonnes;327580;null;Official data
Lithuania;LT;116;Potatoes;2018;tonnes;289800;null;Official data
Ireland;IE;116;Potatoes;2018;tonnes;273010;null;Official data
Croatia;HR;116;Potatoes;2009;tonnes;270251;null;Official data
Bulgaria;BG;116;Potatoes;2018;tonnes;261690;null;Official data
Bulgaria;BG;116;Potatoes;2010;tonnes;251205;null;Official data
Lithuania;LT;116;Potatoes;2017;tonnes;237045;null;Official data
Bulgaria;BG;116;Potatoes;2011;tonnes;232314;null;Official data
Ireland;IE;116;Potatoes;2012;tonnes;232000;null;Official data
Bulgaria;BG;116;Potatoes;2009;tonnes;231745;null;Official data
Bulgaria;BG;116;Potatoes;2017;tonnes;227815;null;Official data
Latvia;LV;116;Potatoes;2019;tonnes;223700;null;Official data
Slovakia;SK;116;Potatoes;2011;tonnes;217252;null;Official data
Slovakia;SK;116;Potatoes;2009;tonnes;216123;null;Official data
Bulgaria;BG;116;Potatoes;2019;tonnes;197410;null;Official data
Latvia;LV;116;Potatoes;2018;tonnes;196200;null;Official data
Croatia;HR;116;Potatoes;2016;tonnes;193962;null;Official data
Bulgaria;BG;116;Potatoes;2013;tonnes;186529;null;Official data
Slovakia;SK;116;Potatoes;2019;tonnes;182420;null;Official data
Croatia;HR;116;Potatoes;2018;tonnes;182260;null;Official data
Slovakia;SK;116;Potatoes;2014;tonnes;178817;null;Official data
Croatia;HR;116;Potatoes;2010;tonnes;178611;null;Official data
Slovakia;SK;116;Potatoes;2016;tonnes;177145;null;Official data
Croatia;HR;116;Potatoes;2019;tonnes;173150;null;Official data
Croatia;HR;116;Potatoes;2015;tonnes;171179;null;Official data
Slovakia;SK;116;Potatoes;2018;tonnes;169950;null;Official data
Croatia;HR;116;Potatoes;2011;tonnes;167524;null;Official data
Slovakia;SK;116;Potatoes;2012;tonnes;165666;null;Official data
Bulgaria;BG;116;Potatoes;2015;tonnes;164866;null;Official data
Estonia;EE;116;Potatoes;2011;tonnes;164716;null;Official data
Slovakia;SK;116;Potatoes;2013;tonnes;164458;null;Official data
Estonia;EE;116;Potatoes;2010;tonnes;163373;null;Official data
Croatia;HR;116;Potatoes;2013;tonnes;162501;null;Official data
Croatia;HR;116;Potatoes;2014;tonnes;160847;null;Official data
Croatia;HR;116;Potatoes;2017;tonnes;156089;null;Official data
Bulgaria;BG;116;Potatoes;2012;tonnes;151319;null;Official data
Croatia;HR;116;Potatoes;2012;tonnes;151278;null;Official data
Slovakia;SK;116;Potatoes;2017;tonnes;149705;null;Official data
Slovakia;SK;116;Potatoes;2015;tonnes;144625;null;Official data
Estonia;EE;116;Potatoes;2009;tonnes;139050;null;Official data
Estonia;EE;116;Potatoes;2012;tonnes;138872;null;Official data
Bulgaria;BG;116;Potatoes;2014;tonnes;132651;null;Official data
Estonia;EE;116;Potatoes;2013;tonnes;127748;null;Official data
Bulgaria;BG;116;Potatoes;2016;tonnes;127182;null;Official data
Cyprus;CY;116;Potatoes;2011;tonnes;126080;null;Official data
Slovakia;SK;116;Potatoes;2010;tonnes;125921;null;Official data
Cyprus;CY;116;Potatoes;2016;tonnes;122803;null;Official data
Estonia;EE;116;Potatoes;2014;tonnes;117300;null;Official data
Estonia;EE;116;Potatoes;2015;tonnes;117200;null;Official data
Cyprus;CY;116;Potatoes;2014;tonnes;114997;null;Official data
Cyprus;CY;116;Potatoes;2009;tonnes;112500;null;Official data
Cyprus;CY;116;Potatoes;2017;tonnes;109923;null;Official data
Cyprus;CY;116;Potatoes;2018;tonnes;105330;null;Official data
Slovenia;SL;116;Potatoes;2009;tonnes;103425;null;Official data
Slovenia;SL;116;Potatoes;2010;tonnes;101208;null;Official data
Cyprus;CY;116;Potatoes;2013;tonnes;98480;null;Official data
Slovenia;SL;116;Potatoes;2014;tonnes;96820;null;Official data
Slovenia;SL;116;Potatoes;2011;tonnes;96179;null;Official data
Cyprus;CY;116;Potatoes;2015;tonnes;95921;null;Official data
Estonia;EE;116;Potatoes;2017;tonnes;91182;null;Official data
Slovenia;SL;116;Potatoes;2015;tonnes;91036;null;Official data
Estonia;EE;116;Potatoes;2016;tonnes;89842;null;Official data
Slovenia;SL;116;Potatoes;2016;tonnes;84897;null;Official data
Cyprus;CY;116;Potatoes;2012;tonnes;82200;null;Official data
Cyprus;CY;116;Potatoes;2019;tonnes;82100;null;Official data
Cyprus;CY;116;Potatoes;2010;tonnes;82000;null;Official data
Estonia;EE;116;Potatoes;2019;tonnes;80130;null;Official data
Slovenia;SL;116;Potatoes;2012;tonnes;79253;null;Official data
Slovenia;SL;116;Potatoes;2017;tonnes;77076;null;Official data
Slovenia;SL;116;Potatoes;2018;tonnes;72920;null;Official data
Slovenia;SL;116;Potatoes;2019;tonnes;65960;null;Official data
Slovenia;SL;116;Potatoes;2013;tonnes;62155;null;Official data
Estonia;EE;116;Potatoes;2018;tonnes;58030;null;Official data
Luxembourg;LU;116;Potatoes;2017;tonnes;21284;null;Official data
Luxembourg;LU;116;Potatoes;2012;tonnes;20600;null;Official data
Luxembourg;LU;116;Potatoes;2009;tonnes;20044;null;Official data
Luxembourg;LU;116;Potatoes;2011;tonnes;19679;null;Official data
Luxembourg;LU;116;Potatoes;2010;tonnes;19531;null;Official data
Luxembourg;LU;116;Potatoes;2014;tonnes;18979;null;Official data
Malta;MT;116;Potatoes;2011;tonnes;18919;null;Official data
Luxembourg;LU;116;Potatoes;2016;tonnes;18714;null;Official data
Luxembourg;LU;116;Potatoes;2013;tonnes;17540;null;Official data
Luxembourg;LU;116;Potatoes;2018;tonnes;16210;null;Official data
Malta;MT;116;Potatoes;2010;tonnes;15541;null;Official data
Luxembourg;LU;116;Potatoes;2019;tonnes;15330;null;Official data
Luxembourg;LU;116;Potatoes;2015;tonnes;12971;null;Official data
Malta;MT;116;Potatoes;2012;tonnes;12691;null;Official data
Malta;MT;116;Potatoes;2013;tonnes;12644;null;Official data
Malta;MT;116;Potatoes;2014;tonnes;12559;null;Official data
Malta;MT;116;Potatoes;2009;tonnes;10069;null;Official data
Malta;MT;116;Potatoes;2018;tonnes;9360;null;Official data
Malta;MT;116;Potatoes;2019;tonnes;8990;null;Official data
Malta;MT;116;Potatoes;2017;tonnes;8740;null;Official data
Malta;MT;116;Potatoes;2015;tonnes;8017;null;Official data
Malta;MT;116;Potatoes;2016;tonnes;6825;null;Official data
Italy;IT;27;Rice, paddy;2009;tonnes;1620400;null;Official data
Italy;IT;27;Rice, paddy;2012;tonnes;1601478;null;Official data
Italy;IT;27;Rice, paddy;2017;tonnes;1598027;null;Official data
Italy;IT;27;Rice, paddy;2016;tonnes;1587346;null;Official data
Italy;IT;27;Rice, paddy;2015;tonnes;1518229;null;Official data
Italy;IT;27;Rice, paddy;2010;tonnes;1516400;null;Official data
Italy;IT;27;Rice, paddy;2019;tonnes;1492620;null;Official data
Italy;IT;27;Rice, paddy;2011;tonnes;1490150;null;Official data
Italy;IT;27;Rice, paddy;2018;tonnes;1470090;null;Official data
Italy;IT;27;Rice, paddy;2013;tonnes;1433111;null;Official data
Italy;IT;27;Rice, paddy;2014;tonnes;1386100;null;Official data
Spain;ES;27;Rice, paddy;2010;tonnes;927817;null;Official data
Spain;ES;27;Rice, paddy;2011;tonnes;927554;null;Official data
Spain;ES;27;Rice, paddy;2009;tonnes;913754;null;Official data
Spain;ES;27;Rice, paddy;2012;tonnes;899602;null;Official data
Spain;ES;27;Rice, paddy;2013;tonnes;872500;null;Official data
Spain;ES;27;Rice, paddy;2014;tonnes;861103;null;Official data
Spain;ES;27;Rice, paddy;2015;tonnes;847026;null;Official data
Spain;ES;27;Rice, paddy;2016;tonnes;835400;null;Official data
Spain;ES;27;Rice, paddy;2017;tonnes;835178;null;Official data
Spain;ES;27;Rice, paddy;2018;tonnes;798880;null;Official data
Spain;ES;27;Rice, paddy;2019;tonnes;778780;null;Official data
Greece;EL;27;Rice, paddy;2016;tonnes;277482;null;Official data
Greece;EL;27;Rice, paddy;2015;tonnes;263646;null;Official data
Greece;EL;27;Rice, paddy;2017;tonnes;255418;null;Official data
Greece;EL;27;Rice, paddy;2011;tonnes;250685;null;Official data
Greece;EL;27;Rice, paddy;2013;tonnes;235939;null;Official data
Greece;EL;27;Rice, paddy;2012;tonnes;230662;null;Official data
Greece;EL;27;Rice, paddy;2014;tonnes;229381;null;Official data
Greece;EL;27;Rice, paddy;2018;tonnes;222690;null;Official data
Greece;EL;27;Rice, paddy;2019;tonnes;220930;null;Official data
Greece;EL;27;Rice, paddy;2009;tonnes;214964;null;Official data
Greece;EL;27;Rice, paddy;2010;tonnes;208210;null;Official data
Portugal;PT;27;Rice, paddy;2012;tonnes;187028;null;Official data
Portugal;PT;27;Rice, paddy;2011;tonnes;185016;null;Official data
Portugal;PT;27;Rice, paddy;2015;tonnes;184918;null;Official data
Portugal;PT;27;Rice, paddy;2013;tonnes;180155;null;Official data
Portugal;PT;27;Rice, paddy;2017;tonnes;179777;null;Official data
Portugal;PT;27;Rice, paddy;2010;tonnes;170216;null;Official data
Portugal;PT;27;Rice, paddy;2016;tonnes;169289;null;Official data
Portugal;PT;27;Rice, paddy;2014;tonnes;167322;null;Official data
Portugal;PT;27;Rice, paddy;2009;tonnes;161761;null;Official data
Portugal;PT;27;Rice, paddy;2019;tonnes;161500;null;Official data
Portugal;PT;27;Rice, paddy;2018;tonnes;160790;null;Official data
France;FR;27;Rice, paddy;2009;tonnes;137132;null;Official data
France;FR;27;Rice, paddy;2011;tonnes;130400;null;Official data
France;FR;27;Rice, paddy;2012;tonnes;124091;null;Official data
France;FR;27;Rice, paddy;2010;tonnes;120170;null;Official data
France;FR;27;Rice, paddy;2017;tonnes;92544;null;Official data
France;FR;27;Rice, paddy;2014;tonnes;83492;null;Official data
France;FR;27;Rice, paddy;2019;tonnes;82570;null;Official data
France;FR;27;Rice, paddy;2015;tonnes;80858;null;Official data
France;FR;27;Rice, paddy;2013;tonnes;80801;null;Official data
France;FR;27;Rice, paddy;2016;tonnes;80297;null;Official data
Romania;RO;27;Rice, paddy;2009;tonnes;72418;null;Official data
France;FR;27;Rice, paddy;2018;tonnes;71430;null;Official data
Bulgaria;BG;27;Rice, paddy;2019;tonnes;70920;null;Official data
Bulgaria;BG;27;Rice, paddy;2015;tonnes;67684;null;Official data
Romania;RO;27;Rice, paddy;2011;tonnes;65261;null;Official data
Bulgaria;BG;27;Rice, paddy;2016;tonnes;64773;null;Official data
Romania;RO;27;Rice, paddy;2010;tonnes;61588;null;Official data
Bulgaria;BG;27;Rice, paddy;2018;tonnes;60720;null;Official data
Bulgaria;BG;27;Rice, paddy;2011;tonnes;59619;null;Official data
Bulgaria;BG;27;Rice, paddy;2017;tonnes;58523;null;Official data
Bulgaria;BG;27;Rice, paddy;2010;tonnes;57432;null;Official data
Bulgaria;BG;27;Rice, paddy;2013;tonnes;56121;null;Official data
Bulgaria;BG;27;Rice, paddy;2012;tonnes;54896;null;Official data
Romania;RO;27;Rice, paddy;2013;tonnes;54646;null;Official data
Bulgaria;BG;27;Rice, paddy;2014;tonnes;54155;null;Official data
Romania;RO;27;Rice, paddy;2012;tonnes;50862;null;Official data
Romania;RO;27;Rice, paddy;2015;tonnes;49773;null;Official data
Romania;RO;27;Rice, paddy;2014;tonnes;45159;null;Official data
Romania;RO;27;Rice, paddy;2016;tonnes;43635;null;Official data
Bulgaria;BG;27;Rice, paddy;2009;tonnes;43441;null;Official data
Romania;RO;27;Rice, paddy;2017;tonnes;43311;null;Official data
Romania;RO;27;Rice, paddy;2018;tonnes;42860;null;Official data
Romania;RO;27;Rice, paddy;2019;tonnes;39530;null;Official data
Hungary;HU;27;Rice, paddy;2018;tonnes;13420;null;Official data
Hungary;HU;27;Rice, paddy;2017;tonnes;12303;null;Official data
Hungary;HU;27;Rice, paddy;2009;tonnes;11722;null;Official data
Hungary;HU;27;Rice, paddy;2012;tonnes;11270;null;Official data
Hungary;HU;27;Rice, paddy;2019;tonnes;11030;null;Official data
Hungary;HU;27;Rice, paddy;2016;tonnes;10767;null;Official data
Hungary;HU;27;Rice, paddy;2015;tonnes;9412;null;Official data
Hungary;HU;27;Rice, paddy;2011;tonnes;9075;null;Official data
Hungary;HU;27;Rice, paddy;2013;tonnes;8640;null;Official data
Hungary;HU;27;Rice, paddy;2014;tonnes;7910;null;Official data
Hungary;HU;27;Rice, paddy;2010;tonnes;5893;null;Official data
Belgium;BE;27;Rice, paddy;2018;tonnes;0;null;Official data
Belgium;BE;27;Rice, paddy;2019;tonnes;0;null;Official data
Croatia;HR;27;Rice, paddy;2018;tonnes;0;null;Official data
Croatia;HR;27;Rice, paddy;2019;tonnes;0;null;Official data
Cyprus;CY;27;Rice, paddy;2018;tonnes;0;null;Official data
Cyprus;CY;27;Rice, paddy;2019;tonnes;0;null;Official data
Czechia;CZ;27;Rice, paddy;2018;tonnes;0;null;Official data
Czechia;CZ;27;Rice, paddy;2019;tonnes;0;null;Official data
Denmark;DK;27;Rice, paddy;2018;tonnes;0;null;Official data
Denmark;DK;27;Rice, paddy;2019;tonnes;0;null;Official data
Estonia;EE;27;Rice, paddy;2018;tonnes;0;null;Official data
Estonia;EE;27;Rice, paddy;2019;tonnes;0;null;Official data
Finland;FI;27;Rice, paddy;2018;tonnes;0;null;Official data
Finland;FI;27;Rice, paddy;2019;tonnes;0;null;Official data
Germany;DE;27;Rice, paddy;2018;tonnes;0;null;Official data
Germany;DE;27;Rice, paddy;2019;tonnes;0;null;Official data
Ireland;IE;27;Rice, paddy;2018;tonnes;0;null;Official data
Ireland;IE;27;Rice, paddy;2019;tonnes;0;null;Official data
Latvia;LV;27;Rice, paddy;2018;tonnes;0;null;Official data
Latvia;LV;27;Rice, paddy;2019;tonnes;0;null;Official data
Lithuania;LT;27;Rice, paddy;2018;tonnes;0;null;Official data
Lithuania;LT;27;Rice, paddy;2019;tonnes;0;null;Official data
Luxembourg;LU;27;Rice, paddy;2018;tonnes;0;null;Official data
Luxembourg;LU;27;Rice, paddy;2019;tonnes;0;null;Official data
Malta;MT;27;Rice, paddy;2018;tonnes;0;null;Official data
Malta;MT;27;Rice, paddy;2019;tonnes;0;null;Official data
Netherlands;NL;27;Rice, paddy;2018;tonnes;0;null;Official data
Netherlands;NL;27;Rice, paddy;2019;tonnes;0;null;Official data
Poland;PL;27;Rice, paddy;2018;tonnes;0;null;Official data
Poland;PL;27;Rice, paddy;2019;tonnes;0;null;Official data
Slovakia;SK;27;Rice, paddy;2018;tonnes;0;null;Official data
Slovakia;SK;27;Rice, paddy;2019;tonnes;0;null;Official data
Slovenia;SL;27;Rice, paddy;2018;tonnes;0;null;Official data
Slovenia;SL;27;Rice, paddy;2019;tonnes;0;null;Official data
Sweden;SE;27;Rice, paddy;2018;tonnes;0;null;Official data
Sweden;SE;27;Rice, paddy;2019;tonnes;0;null;Official data
France;FR;15;Wheat;2015;tonnes;42750027;null;Official data
France;FR;15;Wheat;2019;tonnes;40604960;null;Official data
France;FR;15;Wheat;2014;tonnes;38950202;null;Official data
France;FR;15;Wheat;2017;tonnes;38677896;null;Official data
France;FR;15;Wheat;2013;tonnes;38651472;null;Official data
France;FR;15;Wheat;2009;tonnes;38336865;null;Official data
France;FR;15;Wheat;2010;tonnes;38207431;null;Official data
France;FR;15;Wheat;2012;tonnes;37885742;null;Official data
France;FR;15;Wheat;2011;tonnes;35992794;null;Official data
France;FR;15;Wheat;2018;tonnes;35424140;null;Official data
France;FR;15;Wheat;2016;tonnes;29316331;null;Official data
Germany;DE;15;Wheat;2014;tonnes;27784700;null;Official data
Germany;DE;15;Wheat;2015;tonnes;26549500;null;Official data
Germany;DE;15;Wheat;2009;tonnes;25192350;null;Official data
Germany;DE;15;Wheat;2013;tonnes;25019100;null;Official data
Germany;DE;15;Wheat;2017;tonnes;24481600;null;Official data
Germany;DE;15;Wheat;2016;tonnes;24463800;null;Official data
Germany;DE;15;Wheat;2010;tonnes;23782955;null;Official data
Germany;DE;15;Wheat;2019;tonnes;23062600;null;Official data
Germany;DE;15;Wheat;2011;tonnes;22782700;null;Official data
Germany;DE;15;Wheat;2012;tonnes;22409300;null;Official data
Germany;DE;15;Wheat;2018;tonnes;20263500;null;Official data
Poland;PL;15;Wheat;2017;tonnes;11665702;null;Official data
Poland;PL;15;Wheat;2014;tonnes;11628670;null;Official data
Poland;PL;15;Wheat;2015;tonnes;10957787;null;Official data
Poland;PL;15;Wheat;2016;tonnes;10827902;null;Official data
Poland;PL;15;Wheat;2019;tonnes;10807490;null;Official data
Romania;RO;15;Wheat;2019;tonnes;10297110;null;Official data
Romania;RO;15;Wheat;2018;tonnes;10143670;null;Official data
Romania;RO;15;Wheat;2017;tonnes;10034955;null;Official data
Poland;PL;15;Wheat;2009;tonnes;9789586;null;Official data
Poland;PL;15;Wheat;2018;tonnes;9637620;null;Official data
Poland;PL;15;Wheat;2013;tonnes;9485183;null;Official data
Poland;PL;15;Wheat;2010;tonnes;9408110;null;Official data
Poland;PL;15;Wheat;2011;tonnes;9339200;null;Official data
Poland;PL;15;Wheat;2012;tonnes;8607600;null;Official data
Romania;RO;15;Wheat;2016;tonnes;8431131;null;Official data
Spain;ES;15;Wheat;2018;tonnes;8322510;null;Official data
Italy;IT;15;Wheat;2016;tonnes;8037872;null;Official data
Romania;RO;15;Wheat;2015;tonnes;7962421;null;Official data
Spain;ES;15;Wheat;2016;tonnes;7873135;null;Official data
Spain;ES;15;Wheat;2013;tonnes;7744900;null;Official data
Italy;IT;15;Wheat;2012;tonnes;7654248;null;Official data
Romania;RO;15;Wheat;2014;tonnes;7584814;null;Official data
Italy;IT;15;Wheat;2015;tonnes;7394495;null;Official data
Italy;IT;15;Wheat;2013;tonnes;7312025;null;Official data
Romania;RO;15;Wheat;2013;tonnes;7296373;null;Official data
Italy;IT;15;Wheat;2014;tonnes;7141926;null;Official data
Romania;RO;15;Wheat;2011;tonnes;7131590;null;Official data
Italy;IT;15;Wheat;2018;tonnes;7104650;null;Official data
Italy;IT;15;Wheat;2017;tonnes;6966465;null;Official data
Spain;ES;15;Wheat;2011;tonnes;6876657;null;Official data
Italy;IT;15;Wheat;2010;tonnes;6849858;null;Official data
Italy;IT;15;Wheat;2019;tonnes;6739470;null;Official data
Italy;IT;15;Wheat;2011;tonnes;6641807;null;Official data
Italy;IT;15;Wheat;2009;tonnes;6534746;null;Official data
Spain;ES;15;Wheat;2014;tonnes;6471400;null;Official data
Spain;ES;15;Wheat;2015;tonnes;6362694;null;Official data
Bulgaria;BG;15;Wheat;2019;tonnes;6319630;null;Official data
Bulgaria;BG;15;Wheat;2017;tonnes;6132671;null;Official data
Spain;ES;15;Wheat;2019;tonnes;6041170;null;Official data
Bulgaria;BG;15;Wheat;2018;tonnes;5954520;null;Official data
Spain;ES;15;Wheat;2010;tonnes;5941197;null;Official data
Denmark;DK;15;Wheat;2009;tonnes;5940400;null;Official data
Romania;RO;15;Wheat;2010;tonnes;5811810;null;Official data
Bulgaria;BG;15;Wheat;2016;tonnes;5662721;null;Official data
Hungary;HU;15;Wheat;2016;tonnes;5603184;null;Official data
Bulgaria;BG;15;Wheat;2013;tonnes;5504941;null;Official data
Czechia;CZ;15;Wheat;2016;tonnes;5454663;null;Official data
Czechia;CZ;15;Wheat;2014;tonnes;5442349;null;Official data
Hungary;HU;15;Wheat;2019;tonnes;5377710;null;Official data
Bulgaria;BG;15;Wheat;2014;tonnes;5347078;null;Official data
Hungary;HU;15;Wheat;2015;tonnes;5331426;null;Official data
Romania;RO;15;Wheat;2012;tonnes;5297748;null;Official data
Czechia;CZ;15;Wheat;2015;tonnes;5274272;null;Official data
Hungary;HU;15;Wheat;2014;tonnes;5261890;null;Official data
Hungary;HU;15;Wheat;2018;tonnes;5258430;null;Official data
Hungary;HU;15;Wheat;2017;tonnes;5246258;null;Official data
Romania;RO;15;Wheat;2009;tonnes;5202526;null;Official data
Spain;ES;15;Wheat;2012;tonnes;5189828;null;Official data
Denmark;DK;15;Wheat;2014;tonnes;5153300;null;Official data
Denmark;DK;15;Wheat;2010;tonnes;5059900;null;Official data
Hungary;HU;15;Wheat;2013;tonnes;5058300;null;Official data
Denmark;DK;15;Wheat;2015;tonnes;5029300;null;Official data
Bulgaria;BG;15;Wheat;2015;tonnes;5011597;null;Official data
Czechia;CZ;15;Wheat;2011;tonnes;4913048;null;Official data
Spain;ES;15;Wheat;2017;tonnes;4875957;null;Official data
Denmark;DK;15;Wheat;2017;tonnes;4834100;null;Official data
Denmark;DK;15;Wheat;2011;tonnes;4831000;null;Official data
Czechia;CZ;15;Wheat;2019;tonnes;4812160;null;Official data
Spain;ES;15;Wheat;2009;tonnes;4804772;null;Official data
Czechia;CZ;15;Wheat;2017;tonnes;4718205;null;Official data
Czechia;CZ;15;Wheat;2013;tonnes;4700696;null;Official data
Denmark;DK;15;Wheat;2019;tonnes;4642090;null;Official data
Denmark;DK;15;Wheat;2012;tonnes;4525100;null;Official data
Bulgaria;BG;15;Wheat;2011;tonnes;4458492;null;Official data
Bulgaria;BG;15;Wheat;2012;tonnes;4455104;null;Official data
Hungary;HU;15;Wheat;2009;tonnes;4419163;null;Official data
Czechia;CZ;15;Wheat;2018;tonnes;4417840;null;Official data
Lithuania;LT;15;Wheat;2015;tonnes;4380330;null;Official data
Czechia;CZ;15;Wheat;2009;tonnes;4358073;null;Official data
Denmark;DK;15;Wheat;2016;tonnes;4201500;null;Official data
Czechia;CZ;15;Wheat;2010;tonnes;4161553;null;Official data
Denmark;DK;15;Wheat;2013;tonnes;4145200;null;Official data
Hungary;HU;15;Wheat;2011;tonnes;4107000;null;Official data
Bulgaria;BG;15;Wheat;2010;tonnes;4094597;null;Official data
Hungary;HU;15;Wheat;2012;tonnes;4010990;null;Official data
Bulgaria;BG;15;Wheat;2009;tonnes;3976852;null;Official data
Lithuania;LT;15;Wheat;2017;tonnes;3917372;null;Official data
Lithuania;LT;15;Wheat;2016;tonnes;3844491;null;Official data
Lithuania;LT;15;Wheat;2019;tonnes;3843850;null;Official data
Hungary;HU;15;Wheat;2010;tonnes;3745190;null;Official data
Czechia;CZ;15;Wheat;2012;tonnes;3518896;null;Official data
Sweden;SE;15;Wheat;2019;tonnes;3476800;null;Official data
Sweden;SE;15;Wheat;2015;tonnes;3300400;null;Official data
Sweden;SE;15;Wheat;2017;tonnes;3298600;null;Official data
Lithuania;LT;15;Wheat;2014;tonnes;3230600;null;Official data
Sweden;SE;15;Wheat;2014;tonnes;3086400;null;Official data
Lithuania;LT;15;Wheat;2012;tonnes;2998900;null;Official data
Lithuania;LT;15;Wheat;2013;tonnes;2871300;null;Official data
Lithuania;LT;15;Wheat;2018;tonnes;2838900;null;Official data
Sweden;SE;15;Wheat;2016;tonnes;2834500;null;Official data
Denmark;DK;15;Wheat;2018;tonnes;2623930;null;Official data
Slovakia;SK;15;Wheat;2016;tonnes;2434213;null;Official data
Latvia;LV;15;Wheat;2019;tonnes;2371000;null;Official data
Sweden;SE;15;Wheat;2012;tonnes;2289300;null;Official data
Sweden;SE;15;Wheat;2009;tonnes;2277900;null;Official data
Sweden;SE;15;Wheat;2011;tonnes;2253100;null;Official data
Latvia;LV;15;Wheat;2015;tonnes;2250100;null;Official data
Sweden;SE;15;Wheat;2010;tonnes;2143000;null;Official data
Greece;EL;15;Wheat;2009;tonnes;2139472;null;Official data
Latvia;LV;15;Wheat;2017;tonnes;2138800;null;Official data
Lithuania;LT;15;Wheat;2009;tonnes;2100200;null;Official data
Slovakia;SK;15;Wheat;2015;tonnes;2082134;null;Official data
Slovakia;SK;15;Wheat;2014;tonnes;2072405;null;Official data
Latvia;LV;15;Wheat;2016;tonnes;2062300;null;Official data
Belgium;BE;15;Wheat;2015;tonnes;2019347;null;Official data
Belgium;BE;15;Wheat;2014;tonnes;1994600;null;Official data
Austria;AT;15;Wheat;2016;tonnes;1970364;null;Official data
Slovakia;SK;15;Wheat;2019;tonnes;1939130;null;Official data
Slovakia;SK;15;Wheat;2018;tonnes;1927930;null;Official data
Greece;EL;15;Wheat;2010;tonnes;1920670;null;Official data
Belgium;BE;15;Wheat;2009;tonnes;1909768;null;Official data
Belgium;BE;15;Wheat;2019;tonnes;1902380;null;Official data
Lithuania;LT;15;Wheat;2011;tonnes;1869300;null;Official data
Sweden;SE;15;Wheat;2013;tonnes;1868600;null;Official data
Greece;EL;15;Wheat;2011;tonnes;1857429;null;Official data
Belgium;BE;15;Wheat;2010;tonnes;1849584;null;Official data
Greece;EL;15;Wheat;2012;tonnes;1835901;null;Official data
Belgium;BE;15;Wheat;2012;tonnes;1834624;null;Official data
Greece;EL;15;Wheat;2013;tonnes;1831869;null;Official data
Austria;AT;15;Wheat;2014;tonnes;1804018;null;Official data
Belgium;BE;15;Wheat;2013;tonnes;1803550;null;Official data
Austria;AT;15;Wheat;2011;tonnes;1781837;null;Official data
Slovakia;SK;15;Wheat;2017;tonnes;1770659;null;Official data
Austria;AT;15;Wheat;2015;tonnes;1725737;null;Official data
Lithuania;LT;15;Wheat;2010;tonnes;1710400;null;Official data
Belgium;BE;15;Wheat;2017;tonnes;1702721;null;Official data
Belgium;BE;15;Wheat;2011;tonnes;1687749;null;Official data
Slovakia;SK;15;Wheat;2013;tonnes;1684274;null;Official data
Belgium;BE;15;Wheat;2018;tonnes;1661860;null;Official data
Slovakia;SK;15;Wheat;2011;tonnes;1631112;null;Official data
Sweden;SE;15;Wheat;2018;tonnes;1620300;null;Official data
